bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"0,0,0,0",uuuu,0,,330f3c1b50271539bee815a27736065d,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902133,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2139108,-1,538/902/133/538902133.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,0c33595ac13b0019424b99e13aa8e41b,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902125,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2139104,-1,538/902/125/538902125.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,0e4cd0f469f980d35d1d04e4579328f0,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902139,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2222205,-1,538/902/139/538902139.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,2fe31227d821183a547aa182accc0815,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902143,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2222302,-1,538/902/143/538902143.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,43245f8ffaf1af7e39757840abadbf72,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902137,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2212502,-1,538/902/137/538902137.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,e3f02328fc41619043d59e8bbf79c3c3,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902145,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2329127,-1,538/902/145/538902145.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,0da70248ad8d64bb45695cb307177a4f,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902151,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2329208,-1,538/902/151/538902151.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,3a271346e7b164b08bead7db6d14313f,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902141,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2222206,-1,538/902/141/538902141.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,ca15ac65417051f53498484e6ec8e6ea,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902147,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2329139,-1,538/902/147/538902147.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,4e3ab63274623a10585319f4c7440d19,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902155,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2329211,-1,538/902/155/538902155.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,aeaff44bc661c4d370166cd69a50b484,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902157,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2414805,-1,538/902/157/538902157.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,f879281eca206b4aac496b36f54a9cea,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902159,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2429106,-1,538/902/159/538902159.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,e738a32ce7f43ce6742f20087d5dfb5a,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902161,uuuu,RO,RO,1474579693,0.000000,0.000000,0,2521205,-1,538/902/161/538902161.geojson,postalcode,0,geoplanet,,,RO
"0,0,0,0",uuuu,0,,a1b906a8022beea6001bc1e75fbf62fa,,83e15ca7275cf883624bb6fa862e15fa,0.000000,0.000000,538902163,uuuu,RO,RO,1474579693,0.000000,0.000000,0,6114606,-1,538/902/163/538902163.geojson,postalcode,0,geoplanet,,,RO
